Law Enforcement Agency,Number of Incident Reports,Incident Case Number,Date of Incident,Time of Incident,Sex,Race,Hispanic,Height,Weight,Age,Deployment Type I,Deployment Type II,Displays or Arc,Drive Stun Application,Activation After Probe Contact,Number of Deployments,Warning to Subject,Subject Injured,Not Injured,Bruises,Abrasions,Breathing Difficulty,Probe Puncture Only,Lost Consciousness,Death,Other,Officer Injured,Not Injured,Bruises,Abrasions,Breathing Difficulty,Probe Puncture Only,Lost Consciousness,Death,Other,Location Environment,Officer's Arrival,,Crime in Progress,Domestic Disturbance,Disturbance (Other),Traffic Stop,Emotionally Disturbed Person,Suspicious Person,Executing Warrant,Under Influence,Other,Non-aggressive,Previous Hostility,Possibly Intoxicated,Emotionally Disturbed,Aggressive (Verbal),Aggressive (Physical),Armed with,Other,Threat/ Hostile,Dead Weight/ Non Compliant,Fighting Stance/ Combative,Threaten Use of Weapon,Fleeing,Unarmed Assault,Armed with Firearm,Armed with Edged Weapon,Armed with Blunt Instrument,Armed with Other,Failed to Follow Directions,Suicidal,Other
Coventry,1,15-4644,15/09/2015,11:30,Male,White,FALSE,"5'9""",180,23,L,,,,,0,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Marked Cruiser,,,,,,,,,,assist DMMAS,,TRUE,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,
West Hartford,1,150048391,16/09/2015,02:55,Female,White,TRUE,"5'2""",150,29,L,,,,,0,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Marked Cruiser,,,,,,TRUE,,,,assisting Hartford PD,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,,,,,TRUE,
Orange,1,15-26168,16/09/2015,19:00,Male,Black,FALSE,"5'11""",200,27,L,,,,,0,FALSE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,,TRUE,,,,,,,,,,TRUE,,,,,,"pushed away from officers, fled on foot",,,,,TRUE,,,,,,TRUE,,
Putnam,1,15-8687-A-AR,16/09/2015,23:30,Male,White,FALSE,"5'10""",230,23,L,,,,,0,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,,,TRUE,,,,,,,,,,,,TRUE,,,,TRUE,,TRUE,,,,,,,,,,
Wilton,1,1500010268,17/09/2015,01:21,Male,Black,FALSE,"5'11""",212,19,L,,,,,0,FALSE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,
Bridgeport,1,150918-148,18/09/2015,14:00,Male,White,TRUE,"5'7""",198,41,C,,,,missed,0,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,,,,,,,TRUE,,,burglar suspect,,TRUE,,,,,,,,,,,TRUE,,,,,,,,
Danbury,2,1500063689,18/09/2015,21:52,Male,White,FALSE,"6'1""",175,25,C,L ,,,"2, 5 sec each",2,TRUE,TRUE,,,,,TRUE,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Marked Cruiser,,,TRUE,TRUE,,,,,,,,,,,TRUE,TRUE,,,TRUE,,TRUE,,,,,,,,,,
East Hartford,1,15-25287,19/09/2015,03:01,Male,Black,FALSE,"6'1""",210,30,C,D,,,20 sec,4,TRUE,FALSE,TRUE,,,,TRUE,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Marked Cruiser,,,,TRUE,,,,,TRUE,,,,TRUE,,TRUE,,,,,,,,TRUE,,,,,,TRUE,,
Hartford ,1,2015-29477,19/09/2015,16:59,Male,Black,FALSE,"5'6""",165,30,C,,,,"2, 10 sec.",2,TRUE,TRUE,,,,,TRUE,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,,TRUE,,,,,TRUE,,TRUE,,,,TRUE,,,,,,TRUE,TRUE,TRUE,,,,,,,,TRUE,,
Fairfield,1,15-32491,19/09/2015,23:37,Male,Black,FALSE,"5'7""",170,27,C,,2,,5 seconds,1,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,,TRUE,,,,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,TRUE,,
Wilton,1,1500010353,19/09/2015,00:30,Male,White,FALSE,"6'0""",160,23,L,,,,,0,FALSE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Marked Cruiser,,,,TRUE,,TRUE,,,TRUE,,,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,,TRUE,,,,,,,,
Manchester,1,m201510726,20/09/2015,12:19,Male,White,FALSE,"5'8""",130,54,L,,,,,0,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Other Residence,Marked Cruiser,,TRUE,TRUE,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,
East Hartford,1,15-25704,23/09/2015,13:48,Female,White,FALSE,"5'9""",300,52,D,,,5 sec,,1,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Marked Cruiser,,,TRUE,,,,,,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,,,TRUE,,
New Haven,1,15-45564,23/09/2015,07:28,Male,White,FALSE,"5'11""",205,25,L,,,,,0,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,TRUE,TRUE,,,,,,,,
Danbury,1,1500064828,23/09/2015,14:02,Male,White,TRUE,"5'8""",160,23,C,D,"1, 2 sec","2, 6 sec & 1 sec","1, 8 sec",3,TRUE,TRUE,,,,,TRUE,,,,TRUE,,TRUE,,,,,,TRUE,Indoors-Private Property,Marked Cruiser,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,,,TRUE,,,,,,,
Hartford ,1,2015-30141,25/09/2015,10:48,Male,Black,FALSE,"5'9""",130,31,C,,,,"2, 10 sec.",2,,TRUE,,,,,TRUE,,,,TRUE,,TRUE,TRUE,,,,,,,Marked Cruiser,,TRUE,,,,,,,,,,,,,,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,,,,,TRUE,,
North Haven,1,15-17860,26/09/2015,15:15,Male,White,TRUE,"5'11""",180,31,L,,,,,0,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Officer in Uniform,,,,TRUE,,TRUE,,,TRUE,"stripped naked, damaged person's car",,,TRUE,TRUE,TRUE,TRUE,,irrational behavior (stripped naked),TRUE,TRUE,TRUE,,,,,,,,TRUE,,
Danbury,1,1500065484,26/09/2015,11:00,Male,Black,FALSE,"5'7""",165,27,C,D,1 display,"1, 5 seconds","1, 5 seconds",2,TRUE,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,TRUE,Indoors-Public Building,Other,,,,,,,,,,refusal to get into cell block,,,,,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,,
Branford,2,15-22290,29/09/2015,18:09,Male,White,FALSE,"5'10""",165,42,L,L ,,,,0,FALSE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Marked Cruiser,,,TRUE,,,,,,,,,,,,TRUE,,possible knife,,,,,,,,,,,,TRUE,,
Vernon,1,15-14472,30/09/2015,18:30,Male,White,FALSE,"6'6""",240,44,L,,,,,0,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,TRUE,,
Manchester,1,M201511195,02/10/2015,17:34,Male,White,FALSE,"5'9""",165,43,D,,,,,U,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Officer in Uniform,,,,,TRUE,,,,,male fled on foot from traffic stop,,,TRUE,,TRUE,,,,TRUE,,,,TRUE,,,,,,TRUE,,
East Hartford,1,15-26548,02/10/2015,08:15,Male,Black,FALSE,"5'7""",150,17,D,,,5 sec,,1,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Educational Facility,Marked Cruiser,,,,,,,,,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,,,TRUE,,
Norwich,1,15-2476-AR,03/10/2015,00:45,Female,Black,FALSE,"5'2""",200,33,D,,,2 (1-3 sec/1-5 sec),,2,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Marked Cruiser,,,TRUE,,,,,,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,,
Southington,1,2015-41182,04/10/2015,18:49,Male,White,FALSE,"6'2""",165,23,C,,,,2 seconds,1,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Other Residence,Marked Cruiser,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,
Trumbull,1,1500015683,05/10/2015,16:41,Male,White,TRUE,"5'11""",Unknown,32,U,,,,,0,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Commercial Establishment,Officer in Uniform,,,,,,,,,,placed hospital gown around neck,,,TRUE,,,,,,,,,,,,,,,,TRUE,TRUE,
New London,1,15-0003301,06/10/2015,17:20,Male,Black,FALSE,"5'9""",170,32,L,,,,,0,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Marked Cruiser,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,,,TRUE,,,,,,,resisting arrest
Branford,1,15-22905,08/10/2015,22:22,Male,White,FALSE,"6'3""",260,49,L,,,,,0,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Marked Cruiser,,,,TRUE,,,,,,,TRUE,TRUE,,,,,knife,,,,,TRUE,,,,,,,,,
Darien,1,2015-012529,09/10/2015,15:50,Male,White,TRUE,"5'10""",160,51,L,,,,,0,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Private Property,Marked Cruiser,,,,,,TRUE,,,,,,,,TRUE,,,object with pointed tip in hand,,,,,,,,,,,object with pointed tip,TRUE,TRUE,
New Britain,1,15-22575,09/10/2015,03:00,Male,White,TRUE,"5'8""",200,39,C,D,,,,U,TRUE,TRUE,,TRUE,TRUE,,,,,,TRUE,,TRUE,TRUE,,,,,,Outdoors-Private Property,Marked Cruiser,,TRUE,,,,,,,TRUE,,,,,,TRUE,TRUE,,,TRUE,,TRUE,,TRUE,,,,,,TRUE,,
New Haven,1,15-49012,09/10/2015,21:37,Female,Black,FALSE,"5'5""",160,35,C,,,,,U,TRUE,TRUE,,,,,TRUE,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Officer Identified Self,,,,TRUE,,,,,TRUE,,,,TRUE,,,TRUE,,reportedly armed w/ knife,,,,,,,,,,,TRUE,,
Coventry,1,15-5062,09/10/2015,22:15,Male,White,FALSE,"5'9""",220,27,L,,,,,0,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Other Residence,Marked Cruiser,,TRUE,,TRUE,,,,TRUE,,,,,,,,,,hiding under table,,TRUE,,,,,,,,,,,
Ansonia,1,15-15329,10/10/2015,23:40,Male,White,TRUE,"5'5""",180,48,D,,,"5 sec, 9 sec with disconnects",,2,TRUE,FALSE,TRUE,,,,,,,,TRUE,,,,,,,,TRUE,Subject's Residence,Marked Cruiser,,,TRUE,,,,,,TRUE,,,,TRUE,,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,,,,,,TRUE,,
Norwich,1,15-2527-AR,10/10/2015,08:00,Male,White,FALSE,"5'5""",135,34,D,,,"1, 5 seconds",,1,TRUE,TRUE,,,TRUE,,,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Marked Cruiser,,,TRUE,,,,,,,,,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,TRUE,,
Middletown,1,15-26123,11/10/2015,03:03,Male,Black,FALSE,"6'4""",215,42,C,,,,"1, 5 seconds",1,TRUE,TRUE,,,TRUE,,TRUE,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Officer in Uniform,,,TRUE,,,,,,TRUE,suspect wielding baseball bat,,,TRUE,,TRUE,TRUE,baseball bat,,TRUE,,TRUE,TRUE,,,,,TRUE,,,,
Bridgeport,1,151012-193,12/10/2015,18:15,Male,Black,FALSE,"5'9""",160,18,L,,,,,0,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,,,,,TRUE,,TRUE,,,possession of firearm,,,,,,,,possession of firearm,,,,,TRUE,,TRUE,,,,,,
Hartford ,1,2015-32155,13/10/2015,,Male,Black,FALSE,6',275,39,C,D,,"1, 5 sec.","1, 5 sec.",2,,TRUE,,,,,TRUE,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,not initial officer on scene,,,,,,TRUE,TRUE,,,,,,,TRUE,,,,TRUE,TRUE,TRUE,,TRUE,,,,,book bag,TRUE,,
Norwalk,1,15-46341,13/10/2015,22:34,Male,White,FALSE,"5'10""",150,16,L,,,,,0,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Marked Cruiser,,,TRUE,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,,concealed under blankets
New London,1,15-0003410,14/10/2015,16:25,Male,White,TRUE,"5'8""",170,25,C,D,,2/5 sec/5 sec,1/0 sec - didn't connect,3,TRUE,TRUE,,TRUE,TRUE,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,,TRUE,,,,TRUE,,,TRUE,,,,,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,,resisting arrest
West Haven,1,1500044091,15/10/2015,19:16,Male,Black,FALSE,"6'5""",195,Unknown,C,,,,,U,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,,TRUE,,,TRUE,,,TRUE,,narcotics,,TRUE,,,TRUE,,,,,,,,TRUE,,,,,,TRUE,,
Bristol,3,1500049108,16/10/2015,22:06,Male,White,FALSE,"5'10""",210,45,C,,,,"5sec., 5sec., 6 sec., 5 sec.",4,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,Outdoors-Public Area,Marked Cruiser,,,,,,,TRUE,,,Suspicious vehicle,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,
Vernon,2,15-15252,16/10/2015,13:35,Male,White,FALSE,"5'9""",200,16,L,,,,,0,FALSE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Educational Facility,Marked Cruiser,,,,,,TRUE,,,,,,,,TRUE,,,knife,,,,,TRUE,,,,TRUE,,,,,
Bridgeport,1,151017-071,17/10/2015,06:50,Male,White,TRUE,"5'7""",180,44,D,,,"2, 5 sec.",,2,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,,,,TRUE,,,,,,,,,TRUE,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,
Bloomfield,1,15-30508,17/10/2015,10:15,Male,Black,FALSE,"6'5""",280,40,L,,,,,0,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Indoors-Public Building,Officer in Uniform,,,,,,,,,,kicking jail cell door,,,,,TRUE,,,,,,TRUE,,,,,,,,,,
Meriden,1,15-08711,17/10/2015,04:30,Male,White,TRUE,"6'0""",300,26,C,D,,#2 partial 6 sec total,"#1 5 sec, no effect - poor dart strike",2,FALSE,FALSE,TRUE,,,,TRUE,,,TRUE,FALSE,TRUE,,,,,,,,Outdoors-Private Property,Marked Cruiser,,,,TRUE,,TRUE,,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,
New Britain,1,15-23139,17/10/2015,07:00,Male,White,TRUE,6',150,25,C,,,,"1, 5 sec.",1,,TRUE,,,TRUE,,TRUE,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,TRUE,,
Stratford,1,15-27669,18/10/2015,03:35,Male,Black,FALSE,"5'7""",170,41,C,D,,,,U,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,,FALSE,TRUE,,,,,,,,Other Residence,Marked Cruiser,,TRUE,,,TRUE,,TRUE,,,,,,,,TRUE,TRUE,,,TRUE,,TRUE,,TRUE,,,,,,TRUE,,
Hartford ,1,2015-32663,18/10/2015,03:17,Male,Black,FALSE,"5'8""",230,39,C,,,,"1, 5 sec.",1,TRUE,TRUE,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,Subject's Residence,Marked Cruiser,not initial officer on scene,,TRUE,,,,,,TRUE,,,,TRUE,,TRUE,,,,TRUE,TRUE,,,TRUE,,,,,,TRUE,,
CSP (State Police),1,1500612728,18/10/2015,19:46,Male,White,FALSE,"6'1""",190,19,C,,,,9/18/30/5/3 sec,5,TRUE,TRUE,,,,,TRUE,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Marked Cruiser,,,,,,TRUE,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,TRUE,,physically resisted after being tased
Bridgeport,1,151019-247,19/10/2015,20:06,Male,White,TRUE,"5'8""",170,37,C,D,"1, 5 sec","1, 1 sec",missed,1,FALSE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Marked Cruiser,,,TRUE,,,,,,,,,,,,,TRUE,,,TRUE,,,,TRUE,,,,,,,,
Windsor,1,2015-37340,19/10/2015,01:21,Male,Black,FALSE,"5'9""",150,31,C,,,,1 activation/5 seconds,1,TRUE,TRUE,,TRUE,TRUE,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,
Torrington,1,15-41654,19/10/2015,23:43,Male,White,FALSE,"5'6""",140,19,L,,appx 10 sec,,,0,TRUE,FALSE,TRUE,,,,,,,,TRUE,,,,,,,,TRUE,Subject's Residence,Marked Cruiser,,,,,,TRUE,,,,,,TRUE,,TRUE,,,"knife, possibly a machete",,,,,,TRUE,,,TRUE,,,TRUE,TRUE,
Berlin,1,2015-21813,20/10/2015,22:34,Male,White,FALSE,Unknown,Unknown,N/A,L,,,,,0,FALSE,TRUE,,TRUE,TRUE,,,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Marked Cruiser,,TRUE,,,,,,,,,,,TRUE,,TRUE,TRUE,,was being held down by victim after pulling knife,,,,,,,,TRUE,,,,,prevented suspect from continuing resistance
West Haven,1,1500044878,20/10/2015,17:20,Male,Black,FALSE,"5'9""",210,60,C,,,,1 activation/5 seconds,1,TRUE,TRUE,,,,,TRUE,,,,FALSE,TRUE,,,,,,,,Outdoors-Private Property,Marked Cruiser,,,,,,,TRUE,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,TRUE,,
Middletown,1,15-27013,20/10/2015,21:32,Male,White,TRUE,Unknown,Unknown,36,C,,,,"1, 5 sec",1,TRUE,TRUE,,,,,TRUE,,,,FALSE,TRUE,,,,,,,,Outdoors-Private Property,Marked Cruiser,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,possible assault - noncompliant w/ commands,,TRUE,,,,,,,,,,,"walked towards victim, ignored commands"
New Haven,1,15-51217,20/10/2015,17:14,Male,Black,FALSE,"6'0""",160,20,C,,,,5 seconds,1,TRUE,TRUE,,,,,TRUE,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Unmarked Vehicle,,,,TRUE,,,,,,,,,,,,TRUE,,handgun,,,,,TRUE,,,,,,,,
Norwalk,2,15-47261,20/10/2015,05:06,Male,White,FALSE,"5'8""",180,25,C,L ,,,5 sec,1,FALSE,TRUE,,,,,TRUE,,,TRUE,FALSE,TRUE,,,,,,,,Subject's Residence,Marked Cruiser,,,,,,TRUE,,,,,,,,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,TRUE,,,,,chair,,,
Vernon,1,15-15458,21/10/2015,15:52,Male,White,FALSE,"5'9""",260,41,C,D,,,1-5 sec,1,TRUE,TRUE,,,,,TRUE,,,,FALSE,TRUE,,,,,,,,Outdoors-Private Property,Officer in Uniform,,,,,,TRUE,,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,knife,,,TRUE,TRUE,,,,,TRUE,,,TRUE,TRUE,
CSP (State Police),1,1500617188,21/10/2015,03:30,Female,White,TRUE,"4'11""",Unknown,27,D,,,3 sec,,1,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Officer in Uniform,,,,,TRUE,,,,,,,,TRUE,,TRUE,TRUE,,,,,,,,TRUE,,,,,TRUE,,kicking officer
Torrington,1,15-42002,22/10/2015,10:07,Male,Black,FALSE,"5'8""",250,57,C,,,,"1 5 sec cycle, 1 2 sec cycle",2,TRUE,TRUE,,,,TRUE,TRUE,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Officer in Uniform,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,TRUE,,,TRUE,TRUE,
New Milford,1,15-50585-AR,22/10/2015,20:05,Male,White,FALSE,"5'11""",180,33,C,,,,,U,TRUE,TRUE,,,,,TRUE,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Marked Cruiser,,,TRUE,,,,,,,,,,TRUE,,TRUE,TRUE,,,TRUE,,,,,,,,,,TRUE,,
Norwalk,1,15-47803,23/10/2015,11:08,Male,White,TRUE,"5'5""",171,43,L,,,,,0,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Marked Cruiser,,,,,,TRUE,,,,,,,,TRUE,,TRUE,knife,,,,,,,,,TRUE,,,,TRUE,
North Haven,1,15-19484,23/10/2015,03:23,Male,Black,FALSE,Unknown,Unknown,17,L,,,,,0,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Officer in Uniform,,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,,physically resisted officer's attempt to place into cruiser
East Hartford,1,15-28533,24/10/2015,04:44,Male,Black,FALSE,"5'9""",290,48,C,D,,10 sec,,2,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Marked Cruiser,,,TRUE,,,,,,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,,,TRUE,,
Town of Groton,1,15-2970-OF,24/10/2015,16:29,Male,Black,FALSE,"5'10""",300,44,C,,,,1 cartridge for 5 sec,1,TRUE,TRUE,,,,,TRUE,,,,TRUE,,TRUE,TRUE,,,,,,Outdoors-Public Area,Marked Cruiser,,TRUE,,,,TRUE,TRUE,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,,,,,,TRUE,,
CSP (State Police),1,1500624631,24/10/2015,19:38,Male,White,FALSE,"5'8""",230,43,C,,,,4 sec,1,TRUE,TRUE,,,,,TRUE,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,,,TRUE,,,TRUE,,,TRUE,,,,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,,,,TRUE,,resisted arrest
Hartford ,1,2015-33402,24/10/2015,22:02,Male,White,FALSE,6',160,20,C,D,,"1, 5 sec.","1, 5 sec.",2,TRUE,TRUE,,,,,TRUE,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,not initial officer on scene,,,,,,TRUE,,,,,,,,,TRUE,,,,,TRUE,,TRUE,TRUE,,,,,TRUE,,
University of Connecticut,1,1500047198,24/10/2015,01:08,Male,White,FALSE,"6'3""",200,18,L,,,,,0,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Officer in Uniform,,,TRUE,,,TRUE,,,,,,TRUE,,,TRUE,TRUE,,,TRUE,,TRUE,,,,,,,,TRUE,,punching mother's vehicle
Hartford ,1,2015-33461,24/10/2015,16:00,Male,Black,FALSE,"6'2""",170,17,C,,,,"1, 5 sec.",1,FALSE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Officer not in Uniform,Officer identified self,TRUE,,,,,,,,,,,,,,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,,,,,TRUE,,
Bridgeport,1,151025-046,25/10/2015,02:22,Male,Black,FALSE,"5'7""",180,25,C,,,,16 sec,1,TRUE,TRUE,,,,,TRUE,,,TRUE,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,,,,,,,,,TRUE,,,,TRUE,,,TRUE,,,,,TRUE,,,,,,,,,,"intoxicated, possible head injury"
Manchester,1,M201512201,25/10/2015,07:25,Male,White,FALSE,"6'0""",180,22,L,,,,5 seconds,0,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,TRUE,,
Hartford ,1,2015-33434,25/10/2015,15:10,Male,White,TRUE,"5'8""",160,22,D,,,"3, 15 sec.",,3,TRUE,TRUE,,,,,TRUE,,,,FALSE,TRUE,,,,,,,,Commercial Establishment,Officer in Uniform,not initial officer on scene,TRUE,,,,,,,,,,,,,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,,
Naugatuck,1,15-30054,26/10/2015,18:18,Male,White,FALSE,"5'10""",180,40,L,,,,,0,TRUE,TRUE,,TRUE,TRUE,,,,,,TRUE,,,,,,,,TRUE,Subject's Residence,Marked Cruiser,,TRUE,,TRUE,TRUE,,,,,,,TRUE,TRUE,,TRUE,TRUE,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,
Danbury,1,500072659,28/10/2015,02:11,Male,White,FALSE,"5'9""",180,54,L,,"48 sec, 1 sec, 20 sec",,,0,FALSE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Subject's Residence,Marked Cruiser,,TRUE,TRUE,TRUE,,,,,TRUE,,,,TRUE,,TRUE,TRUE,knife,,TRUE,,TRUE,TRUE,,,,TRUE,,,,,
Manchester,1,M201512374,28/10/2015,19:03,Male,White,FALSE,"5'9""",Unknown,41,D,,,,,U,TRUE,FALSE,TRUE,,,,,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,,TRUE,,TRUE,,TRUE,,,TRUE,,,,TRUE,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,
Hartford ,1,2015-33744,28/10/2015,13:19,Male,White,TRUE,"5'8""",180,37,C,,,,"2, 5 sec.",2,TRUE,TRUE,,,,,TRUE,,,,FALSE,TRUE,,,,,,,,Outdoors-Public Area,Marked Cruiser,,,,,,,,,TRUE,,,,TRUE,,,TRUE,,,TRUE,TRUE,TRUE,,,,,,,,TRUE,,
